FAMSIZE,ELDCH,SEX,AGE,MARST,BIRTHYR,MARRNO,MARRINYR,YRMARR,DIVINYR,WIDINYR,RACE,HISPAN,SPEAKENG,RACNUM,HCOVANY,HCOVPRIV,HINSEMP,HINSPUR,HCOVPUB,HINSCAID,HINSCARE,HINSVA,HINSIHS,EDUC,EMPSTAT,LABFORCE,CLASSWKR,WKSWORK2,UHRSWORK,WRKLSTWK,ABSENT,LOOKING,AVAILBLE,WORKEDYR,INCTOT,FTOTINC,INCWAGE,INCBUS00,INCWELFR,VETDISAB,DIFFHEAR,VETSTAT,VETSTATD,VET01LTR,VET90X01,VET75X90,VETVIETN,VET55X64,VETKOREA,VET47X50,VETWWII,VETOTHER,TRANWORK,CARPOOL,RIDERS,TRANTIME,DEPARTS,ARRIVES,GCHOUSE,GCMONTHS,GCRESPON
2,99,2,66,1,1949,3,1,1990,1,1,1,0,3,1,2,2,2,1,1,1,1,1,1,10,3,1,0,0,0,1,1,1,5,1,0,160000,0,0,0,0,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,99,2,82,1,1933,2,1,2003,1,1,1,0,4,1,2,1,1,1,2,1,2,1,1,2,3,1,0,0,0,1,4,1,5,1,8700,82400,0,0,0,0,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3,67,2,85,5,1930,2,1,1956,1,1,1,0,3,1,2,1,1,1,2,2,2,1,1,6,3,1,0,0,0,1,1,1,5,1,9600,39400,0,0,0,0,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,99,2,86,5,1929,2,1,1967,1,1,1,0,3,1,2,2,1,2,2,1,2,1,1,6,3,1,0,0,0,1,1,1,5,1,19600,19600,0,0,0,0,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,99,1,65,4,1950,1,1,1975,1,1,1,0,3,1,2,1,1,1,2,1,2,1,1,8,1,2,2,6,35,2,4,3,5,3,36000,36000,36000,0,0,1,1,2,20,1,1,1,2,1,1,1,1,1,70,0,0,0,0,0,1,0,0
2,99,1,73,1,1942,1,1,1962,1,1,1,0,3,1,2,2,1,2,2,1,2,1,1,8,3,1,0,0,0,1,1,1,5,1,71000,84200,0,0,0,0,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,99,2,69,4,1946,2,1,1973,1,1,1,0,3,1,2,2,1,2,2,2,2,1,1,6,3,1,0,0,0,1,1,1,3,1,9400,9400,0,0,0,0,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,99,1,79,1,1936,1,1,1956,1,1,1,0,3,1,2,2,2,1,2,1,2,1,1,6,3,1,0,0,0,1,1,1,3,1,66600,73400,0,0,0,0,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,99,1,66,1,1949,3,1,2014,1,1,1,0,3,1,2,2,2,1,2,1,2,1,1,8,1,2,2,6,40,2,4,3,5,3,101700,131700,84000,0,0,0,1,1,11,0,0,0,0,0,0,0,0,0,10,2,2,15,747,804,1,0,0
2,26,1,69,5,1946,2,1,1983,1,1,1,0,3,1,2,1,1,1,2,1,2,1,1,10,3,1,2,0,0,1,1,1,5,2,58600,59600,0,0,0,1,1,2,20,1,1,1,2,1,1,1,1,1,0,0,0,0,0,0,1,0,0
2,99,1,67,1,1948,1,1,1968,1,1,1,0,3,1,2,2,1,1,2,1,2,2,1,10,3,1,0,0,0,1,1,1,5,1,60520,65520,0,0,0,6,1,2,20,1,1,2,2,1,1,1,1,1,0,0,0,0,0,0,1,0,0
2,99,2,72,1,1943,3,1,1974,1,1,1,0,3,1,2,2,2,1,2,1,2,1,1,6,3,1,0,0,0,1,1,1,5,1,24800,54700,0,0,0,1,1,2,20,1,1,1,2,1,1,1,1,1,0,0,0,0,0,0,1,0,0
2,99,1,67,1,1948,2,1,1985,1,1,1,0,3,1,2,2,2,1,2,1,2,2,1,6,1,2,2,6,40,2,4,3,5,3,40400,67700,24000,0,0,4,1,2,20,1,1,1,2,1,1,1,1,1,70,0,0,0,0,0,1,0,0
1,99,2,81,5,1934,3,1,1996,1,2,1,0,3,1,2,2,2,1,2,1,2,1,1,11,3,1,1,0,0,1,1,1,4,2,35600,35600,0,0,0,0,2,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,99,1,75,1,1940,2,1,1989,1,1,1,0,3,1,2,2,1,2,2,1,2,1,1,8,3,1,0,0,0,3,4,3,5,1,75000,90190,0,0,0,0,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,99,2,66,4,1949,2,1,1979,1,1,1,0,3,1,2,1,1,1,2,2,2,1,1,6,3,1,2,0,0,1,1,1,3,2,7400,7400,0,0,0,0,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,99,1,94,5,1921,3,1,1990,1,1,1,0,3,1,2,1,1,1,2,1,2,1,1,6,3,1,0,0,0,1,4,3,5,1,21000,21000,0,0,0,1,2,2,20,1,1,1,1,1,1,1,2,1,0,0,0,0,0,0,1,0,0
1,99,1,75,4,1940,1,1,1976,1,1,1,0,3,1,2,2,2,1,2,1,2,1,1,8,3,1,0,0,0,1,1,1,5,1,39810,39810,0,0,0,1,1,2,20,1,1,1,2,2,1,1,1,1,0,0,0,0,0,0,1,0,0
1,99,1,88,5,1927,1,1,1946,1,1,1,0,3,1,2,2,2,2,2,1,2,2,1,4,3,1,0,0,0,1,1,1,5,1,49500,49500,0,0,0,6,2,2,20,1,1,1,1,1,1,1,2,1,0,0,0,0,0,0,1,0,0
1,99,1,72,4,1943,1,1,1965,1,1,3,0,3,1,2,2,2,2,2,2,2,1,1,6,3,1,0,0,0,1,1,1,5,1,39260,39260,0,0,0,1,1,2,20,1,1,1,2,1,1,1,1,1,0,0,0,0,0,0,1,0,0
2,99,2,70,1,1945,1,1,1968,1,1,1,0,3,1,2,2,1,2,2,1,2,1,1,7,3,1,0,0,0,1,1,1,5,1,35540,56680,0,0,0,0,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,99,2,75,5,1940,2,1,1975,1,1,1,0,3,1,2,1,1,1,2,1,2,1,1,10,3,1,0,0,0,3,4,3,5,1,14000,9999999,0,0,0,0,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,99,1,70,1,1945,1,1,2002,1,1,1,0,3,1,2,2,2,1,2,1,2,1,1,7,3,1,0,0,0,1,1,1,5,1,30100,36500,0,0,0,1,1,2,20,1,1,1,2,1,1,1,1,1,0,0,0,0,0,0,1,0,0
2,99,2,78,1,1937,2,1,1975,1,1,1,0,3,1,2,2,1,2,2,1,2,1,1,6,3,1,0,0,0,1,1,1,5,1,20200,277200,0,0,0,0,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3,60,1,86,1,1929,1,1,1951,1,1,1,0,3,1,2,2,2,1,2,1,2,1,1,6,3,1,0,0,0,3,4,3,5,1,40500,183700,0,0,0,1,2,2,20,1,1,1,1,1,2,1,2,1,0,0,0,0,0,0,1,0,0
3,52,1,78,5,1937,2,1,1961,1,1,1,0,3,1,2,2,1,1,2,1,2,2,1,7,3,1,0,0,0,1,1,1,5,1,36000,82000,0,0,0,6,1,2,20,1,1,1,2,2,1,1,1,1,0,0,0,0,0,0,1,0,0
3,22,1,67,1,1948,3,1,2010,1,1,1,0,3,1,2,2,1,2,2,1,2,2,1,7,3,1,0,0,0,1,1,1,5,1,15200,47100,0,0,0,1,1,2,20,1,1,1,2,1,1,1,1,1,0,0,0,0,0,0,1,0,0
2,99,1,66,1,1949,1,1,1989,1,1,1,0,3,1,2,2,2,1,2,1,2,1,1,11,3,1,2,0,0,1,1,1,5,2,57000,57000,0,0,0,0,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,99,2,75,1,1940,2,1,1998,1,1,1,0,3,1,2,2,1,2,2,1,2,1,1,6,3,1,0,0,0,1,1,1,3,1,8100,31100,0,0,0,0,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,99,2,94,5,1921,1,1,1959,1,1,1,0,3,1,2,2,2,2,2,1,2,1,1,11,3,1,0,0,0,1,1,1,5,1,51100,51100,0,0,0,0,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3,61,2,81,5,1934,1,1,1952,1,1,1,0,3,1,2,2,1,2,2,1,2,1,1,6,3,1,0,0,0,1,1,1,5,1,27000,54500,0,0,0,0,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,99,2,75,4,1940,1,1,1959,1,1,1,0,3,1,2,1,1,1,2,1,2,1,1,10,3,1,0,0,0,1,1,1,5,1,11000,11000,0,0,0,0,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,99,2,81,1,1934,2,1,1980,1,1,1,0,3,1,2,2,1,2,2,1,2,1,1,5,3,1,0,0,0,1,1,1,5,1,0,64700,0,0,0,0,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,99,2,67,1,1948,1,1,1968,1,1,1,0,3,1,2,1,1,1,2,1,2,1,1,10,3,1,0,0,0,1,1,1,5,1,9100,85200,0,0,0,0,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,99,2,83,5,1932,1,1,1950,1,1,2,0,3,1,2,1,1,1,2,2,2,1,1,6,3,1,0,0,0,3,4,3,5,1,9700,9999999,0,0,0,0,2,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,99,2,66,6,1949,0,0,0,0,0,1,0,3,1,2,2,1,2,2,1,2,1,1,11,3,1,0,0,0,1,1,1,5,1,0,0,0,0,0,0,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,99,2,68,1,1947,2,1,1992,1,1,1,0,3,1,2,2,1,2,2,1,2,1,1,6,3,1,0,0,0,1,1,1,5,1,5200,39600,0,0,0,0,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4,50,2,69,5,1946,1,1,1984,1,1,2,0,3,1,2,1,1,1,2,1,2,1,1,6,3,1,0,0,0,1,1,1,3,1,18000,21260,0,0,0,0,2,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,99,2,80,1,1935,1,1,1956,1,1,1,0,3,1,2,2,1,2,2,1,2,1,1,4,3,1,0,0,0,1,1,1,5,1,7600,39850,0,0,0,0,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,99,2,81,1,1934,1,1,1952,1,1,1,0,3,1,2,2,2,2,2,1,2,1,1,6,3,1,0,0,0,1,1,1,5,1,9600,17100,0,0,0,0,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,99,2,67,1,1948,1,1,1970,1,1,1,0,3,1,2,2,2,1,2,1,2,1,1,11,3,1,2,0,0,1,1,1,5,2,26500,54100,0,0,0,0,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,99,2,67,1,1948,2,1,1989,1,1,1,0,3,1,2,2,2,1,2,1,2,1,1,6,3,1,0,0,0,1,1,1,4,1,4930,54460,0,0,0,0,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,99,2,66,1,1949,1,1,1966,1,1,1,0,3,1,2,1,1,1,2,1,2,1,1,6,3,1,0,0,0,1,1,1,5,1,7500,43800,0,0,0,0,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,99,2,72,1,1943,1,1,1965,1,1,1,0,3,1,2,1,1,1,2,1,2,1,1,6,3,1,0,0,0,1,1,1,5,1,19000,102000,0,0,0,0,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,99,2,85,5,1930,1,1,1957,1,1,1,0,3,1,2,2,1,2,2,1,2,1,1,6,3,1,0,0,0,3,4,3,5,1,123700,123700,0,0,0,0,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,99,1,72,1,1943,1,1,1965,1,1,1,0,3,1,2,2,1,2,2,2,2,1,1,7,1,2,2,6,30,2,4,3,5,3,46800,55200,15500,0,0,0,1,1,11,0,0,0,0,0,0,0,0,0,10,1,1,1,802,804,1,0,0
2,99,1,79,1,1936,1,1,1961,1,1,1,0,3,1,2,2,2,1,2,1,2,1,1,6,3,1,0,0,0,1,1,1,5,1,33000,39000,0,0,0,1,1,2,20,1,1,1,1,1,2,1,1,1,0,0,0,0,0,0,1,0,0
1,99,2,95,5,1920,1,1,1944,1,1,1,0,3,1,2,2,1,2,2,1,2,1,1,10,3,1,0,0,0,1,1,1,5,1,65200,65200,0,0,0,0,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,99,1,84,1,1931,1,1,1954,1,1,1,0,3,1,2,2,1,2,2,1,2,2,1,0,3,1,0,0,0,1,1,1,5,1,24900,30700,0,0,0,1,2,2,20,1,1,1,1,1,2,1,1,1,0,0,0,0,0,0,1,0,0
2,99,1,78,1,1937,1,1,1962,1,1,1,0,4,1,2,1,1,1,2,1,2,1,1,11,3,1,0,0,0,1,1,1,5,1,18000,52400,0,0,0,1,1,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,99,1,68,2,1947,2,1,1974,1,1,1,0,3,1,2,2,1,2,2,1,2,1,1,4,1,2,2,6,40,2,4,3,5,3,58750,58750,56000,0,0,3,1,2,20,1,1,1,2,1,1,1,1,1,10,1,1,15,547,604,1,0,0
2,99,1,70,1,1945,1,1,1971,1,1,6,0,4,1,2,1,1,1,2,1,2,1,1,10,1,2,1,6,90,2,4,3,5,3,38400,47100,18000,9900,0,0,1,1,11,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,1,0,0
2,99,2,73,1,1942,1,1,1965,1,1,1,0,3,1,2,2,1,2,2,1,2,1,1,6,3,1,0,0,0,3,4,3,5,1,15400,69900,0,0,0,0,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3,48,1,70,1,1945,1,1,1970,1,1,1,0,3,1,2,2,2,1,2,1,2,2,1,8,3,1,0,0,0,1,1,1,3,1,37700,108800,0,0,0,1,1,2,20,1,1,1,2,1,1,1,1,1,0,0,0,0,0,0,1,0,0
2,99,1,72,1,1943,1,1,1963,1,1,1,0,3,1,2,2,1,2,2,1,2,1,1,6,3,1,0,0,0,1,1,1,5,1,31500,57490,0,0,0,0,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7,36,1,65,1,1950,1,1,2005,1,1,1,4,1,1,2,2,2,1,1,1,1,1,1,2,1,2,2,6,40,2,4,3,5,3,25200,57400,25200,0,0,0,1,1,11,0,0,0,0,0,0,0,0,0,10,2,4,50,502,554,2,5,2
1,99,2,68,4,1947,1,1,1968,1,1,1,0,3,1,2,1,1,1,2,1,2,1,1,6,3,1,2,0,0,1,1,1,5,2,20180,20180,0,0,0,0,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,99,2,78,1,1937,1,1,1958,1,1,1,0,3,1,2,2,1,2,2,1,2,1,1,6,3,1,0,0,0,1,1,1,5,1,6600,80700,0,0,0,0,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,99,2,75,1,1940,1,1,1959,1,1,1,0,3,1,2,2,2,1,2,1,2,1,1,6,3,1,0,0,0,1,1,1,2,1,9000,42600,0,0,0,0,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,99,2,70,1,1945,1,1,1964,1,1,1,0,3,1,2,2,1,2,2,1,2,1,1,6,1,2,2,6,24,2,4,3,5,3,47500,70500,28000,0,0,0,1,1,11,0,0,0,0,0,0,0,0,0,10,1,1,25,702,729,1,0,0
1,99,1,67,6,1948,0,0,0,0,0,1,0,3,1,2,1,1,1,2,2,2,1,1,6,3,1,0,0,0,3,4,3,5,1,14000,9999999,0,0,0,1,1,2,20,1,1,1,2,1,1,1,1,1,0,0,0,0,0,0,1,0,0
2,99,1,72,1,1943,1,1,1969,1,1,1,0,3,1,2,2,2,1,2,1,2,1,1,6,3,1,0,0,0,1,1,1,3,1,52500,60600,0,0,0,0,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,99,2,66,1,1949,1,1,1987,1,1,1,0,3,1,2,2,2,1,2,1,2,1,1,6,3,1,0,0,0,1,1,1,5,1,27200,38500,0,0,0,0,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,99,2,95,5,1920,1,1,1943,1,1,1,0,3,1,2,1,1,1,2,1,2,1,1,6,3,1,0,0,0,1,1,1,5,1,21960,21960,0,0,0,0,2,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,99,2,78,1,1937,2,1,1958,1,1,1,0,3,1,2,2,1,2,2,1,2,1,1,6,3,1,0,0,0,1,1,1,5,1,6000,45600,0,0,0,0,2,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,99,1,73,4,1942,2,1,1971,1,1,1,0,3,1,2,2,1,2,2,1,2,2,1,6,3,1,0,0,0,1,1,1,5,1,19000,19000,0,0,0,1,2,2,20,1,1,1,2,1,1,1,1,1,0,0,0,0,0,0,1,0,0
2,99,1,70,5,1945,1,1,1967,1,1,1,0,3,1,2,2,2,1,2,1,2,1,1,10,3,1,0,0,0,1,1,1,5,1,132860,132860,0,0,0,0,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4,53,1,86,5,1929,1,1,1976,1,1,1,0,4,1,2,1,1,1,2,2,2,1,1,6,3,1,0,0,0,3,4,3,5,1,18000,63130,0,0,0,0,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1
2,99,2,71,1,1944,2,1,2001,1,1,1,0,3,1,2,2,2,2,2,1,2,1,1,6,3,1,1,0,0,1,1,1,5,2,9600,65000,0,0,0,0,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,99,1,75,1,1940,1,1,1976,1,1,1,0,3,1,2,2,1,2,2,1,2,1,1,6,1,2,2,6,20,3,4,3,5,3,23090,67090,11000,0,0,1,1,2,20,1,1,1,2,1,1,1,1,1,10,1,1,5,802,809,1,0,0
2,99,2,77,1,1938,1,1,1958,1,1,1,0,3,1,2,1,1,1,2,1,2,1,1,5,3,1,0,0,0,1,1,1,5,1,0,36000,0,0,0,0,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,99,1,69,1,1946,3,1,2002,1,1,1,0,3,1,2,2,1,1,2,1,2,2,1,7,3,1,0,0,0,1,1,1,5,1,47400,55200,0,0,0,6,1,2,20,1,1,2,2,1,1,1,1,1,0,0,0,0,0,0,1,0,0
2,99,1,66,1,1949,2,1,1987,1,1,1,0,3,1,2,1,1,1,2,1,2,1,1,8,3,1,0,0,0,1,1,1,5,1,11500,19600,0,0,0,0,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,99,1,71,1,1944,1,1,1970,1,1,1,0,3,1,2,2,1,2,2,1,2,1,1,11,3,1,0,0,0,1,4,1,5,1,50000,101100,0,0,0,0,2,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,99,2,83,1,1932,2,1,1966,1,1,1,0,3,1,2,2,1,2,2,2,2,1,1,6,3,1,0,0,0,1,1,1,5,1,7200,33400,0,0,0,0,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,99,1,66,1,1949,1,1,1974,1,1,1,0,3,1,2,2,2,1,2,2,2,2,1,8,3,1,0,0,0,1,3,3,5,1,27000,94000,0,0,0,1,1,2,20,1,1,1,2,1,1,1,1,1,0,0,0,0,0,0,1,0,0
1,99,2,95,5,1920,1,1,1942,1,1,1,0,3,1,2,2,2,1,2,1,2,1,1,6,3,1,0,0,0,1,1,1,5,1,9600,9600,0,0,0,0,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,99,1,68,1,1947,1,1,1969,1,1,1,0,3,1,2,1,1,1,2,1,2,1,1,6,3,1,0,0,0,1,1,1,5,1,18300,64700,0,0,0,0,2,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,99,2,70,1,1945,1,1,1966,1,1,1,0,3,1,2,1,1,1,2,1,2,1,1,8,1,2,2,6,32,2,4,3,5,3,55000,75400,24000,0,0,0,1,1,11,0,0,0,0,0,0,0,0,0,10,1,1,10,817,829,1,0,0
2,99,1,68,1,1947,1,1,1965,1,1,1,0,3,1,2,1,1,1,2,1,2,1,1,6,3,1,2,1,40,1,1,1,5,3,52100,61500,2000,0,0,0,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3,46,2,68,5,1947,1,1,1967,1,1,2,0,3,1,2,1,1,1,2,2,2,1,1,6,3,1,0,0,0,1,1,1,5,1,10000,58500,0,0,0,0,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,99,2,67,5,1948,1,1,1970,1,1,1,0,3,1,2,2,1,2,2,1,2,1,1,6,3,1,0,0,0,1,1,1,5,1,45900,45900,0,0,0,0,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,99,1,89,5,1926,1,1,1947,1,1,1,0,3,1,2,2,1,2,2,1,2,1,1,2,3,1,0,0,0,1,1,1,5,1,18000,18000,0,0,0,0,2,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,99,1,65,1,1950,2,1,1998,1,1,1,0,3,1,2,2,1,2,2,1,2,2,1,6,3,1,0,0,0,1,1,1,5,1,64500,88500,0,0,0,5,1,2,20,1,1,1,2,1,1,1,1,1,0,0,0,0,0,0,1,0,0
2,77,2,95,5,1920,3,1,1948,1,1,1,0,1,1,2,1,1,1,2,2,2,1,1,8,3,1,0,0,0,1,1,1,5,1,8400,16800,0,0,0,0,2,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,56,2,79,5,1936,1,1,1956,1,1,1,0,3,1,2,2,1,2,2,1,2,1,1,7,3,1,2,0,0,1,1,1,5,2,21300,34800,0,0,0,0,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,99,1,70,1,1945,1,1,1964,1,1,1,0,3,1,2,2,1,2,2,2,2,1,1,6,1,2,2,6,40,2,1,1,4,3,28000,50000,8000,0,0,0,1,1,11,0,0,0,0,0,0,0,0,0,10,1,1,5,632,639,1,0,0
1,99,2,69,5,1946,1,1,1988,1,1,1,0,3,1,2,2,2,1,2,1,2,1,1,6,3,1,0,0,0,3,4,3,5,1,13700,9999999,0,0,0,0,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,99,2,69,5,1946,2,1,1977,1,1,1,0,3,1,2,1,1,1,2,1,2,1,1,6,3,1,0,0,0,1,1,1,5,1,17600,17600,0,0,0,0,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,99,2,67,1,1948,1,1,1963,1,1,1,0,3,1,2,1,1,1,2,2,2,1,1,6,3,1,0,0,0,1,1,1,4,1,18600,129500,0,0,0,0,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,99,2,76,5,1939,1,1,1976,1,2,1,0,3,1,2,2,2,1,2,1,2,1,1,11,3,1,1,0,0,3,4,3,5,2,26400,26400,0,0,0,0,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,99,2,67,1,1948,1,1,1971,1,1,1,0,3,1,2,2,2,1,1,1,1,1,1,10,1,2,2,6,8,2,4,3,5,3,6900,21900,6700,0,0,0,1,1,11,0,0,0,0,0,0,0,0,0,10,1,1,60,902,1004,1,0,0
2,99,1,66,1,1949,1,1,1970,1,1,1,0,3,1,2,1,1,1,2,1,2,1,1,6,3,1,1,0,0,1,1,1,5,2,31650,98350,0,0,0,0,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,99,2,73,6,1942,0,0,0,0,0,1,0,3,1,2,1,1,1,2,2,2,1,1,6,3,1,0,0,0,3,4,3,5,1,0,9999999,0,0,0,0,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,99,1,82,1,1933,2,1,1995,1,1,1,0,3,1,2,1,1,1,2,1,2,1,1,6,3,1,0,0,0,1,1,1,3,1,21300,47600,0,0,0,1,1,2,20,1,1,1,1,1,2,1,1,1,0,0,0,0,0,0,1,0,0
1,99,2,87,6,1928,0,0,0,0,0,2,0,3,1,2,2,2,1,2,1,2,1,1,7,3,1,0,0,0,1,4,1,5,1,5600,5600,0,0,0,0,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,99,2,88,6,1927,0,0,0,0,0,1,0,3,1,2,1,1,1,2,2,2,1,1,6,3,1,0,0,0,3,4,3,5,1,12500,9999999,0,0,0,0,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,99,2,82,5,1933,1,1,1950,1,1,1,0,3,1,2,2,1,2,2,2,2,1,1,6,3,1,0,0,0,1,1,1,5,1,8800,8800,0,0,0,0,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,99,2,95,5,1920,1,1,1958,1,1,1,1,3,1,2,1,1,1,2,1,2,1,1,6,3,1,0,0,0,3,4,3,5,1,24200,24200,0,0,0,0,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,99,1,87,5,1928,1,1,1953,1,1,1,0,3,1,2,1,1,1,2,1,2,1,1,6,3,1,2,0,0,3,4,1,5,2,24500,24500,0,0,0,0,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3,50,1,79,1,1936,3,1,2004,1,1,1,0,3,1,2,2,2,1,2,1,2,1,1,6,3,1,0,0,0,1,1,1,5,1,32600,102800,0,0,0,1,2,2,20,1,1,1,1,1,2,1,1,1,0,0,0,0,0,0,1,0,0
2,99,1,73,1,1942,1,1,1966,1,1,1,0,3,1,2,2,1,2,2,1,2,1,1,11,3,1,0,0,0,1,1,1,5,1,53200,80100,0,0,0,1,1,2,20,1,1,1,2,2,1,1,1,1,0,0,0,0,0,0,1,0,0
2,99,1,81,1,1934,1,1,1971,1,1,1,0,3,1,2,1,1,1,2,1,2,1,1,11,3,1,0,0,0,1,1,1,5,1,40000,76000,0,0,0,1,2,2,20,1,1,2,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0
2,99,2,88,1,1927,1,1,1950,1,1,1,0,3,1,2,2,1,2,2,1,2,1,1,6,3,1,0,0,0,1,1,1,3,1,35000,70000,0,0,0,0,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,99,1,75,1,1940,1,1,1958,1,1,1,0,3,1,2,2,1,2,2,1,2,1,1,8,3,1,0,0,0,1,1,1,5,1,26000,33000,0,0,0,0,2,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
